text,Dialect
التشقنيس نسمع بيه لين ريتو,TN
تفاهات .......,TN
لعنة الله عليك و علئ امثالك,TN
ماسطه و الفيناس ما هو طالع عليها وزاد عليها مقرعشه,TN
العاهرة تشتغل بمخور,TN
لسانها طويل برشا سبحان الله رجلها كيفاش مزال صابر عليها,TN
ماسط لاسط,TN
برشة  مساطة واسقوطية وحط  في بالك رانا نتفرجو  عائلات,TN
اصلا قمة العار باش يحكيو فى هذا الموضوع.......,TN
اولاد العاهرة الحوار التونسي,TN
سيدي الشيخ يمكن برشة ناس ما يعرفوكش  أما انا  نعرفك يمكن تنجم تمثل على برشا ناس أما دور البراءة ما تنجمش تلعبوا عليا و على عيلتي يمكن انتي أخر واحد   تنجم تحكي على الامانة خاطر انتي في خدمتك ما عرفتهاش    على فكرة مانيش من جماعة الزين و ليلى أما حرام عليك إلي كنت تعمل فيه فالعباد  :),TN
ماسط لاسط ماسط لاسط ماسط لاسط... اخر واحد يحكي ع الثقافة. فاقد الشیء لا يعطيه,TN
تعجبني محلها,TN
برى يعطيكم وهف أتعلمو في شباب في الفساد,TN
السياسة كلها نفاق وضحك على ذقون الشعب,TN
تونس غارفة بالفقر و البطالة و الحرقة و السرقة و هذا جاي يحكي على شذوذو ..برى يعيش ولدي انت حر في بدنك,TN
آسفي عليك يا تونس :( قمة العار و الجهل انو يتناقش موضوع كيما هكا في برنامج يتفرج فيه الشعب الكل.... ماللخر الشيء هذا حرام و منافي للأخلاق شئتم أم أبيتم و لازم الأطراف المعنية تتدخل باش توقف هل المسخرة والله عار على دولتنا الاسلامية,TN
شخصية ماسطة لاسطة ...يحكي على الحومة الشعبية و هو لوكو  متاع قطاطس منال عمارة,TN
ماااااااااااااااسط يدخل بعضو كي يجبدولو على النهضة تاااااااااااااافه و لا يليق ببرنامج كهذا,TN
مقداد السهيلي يوجع الراس أكثر من حشيشة رمضانمﻻ تافه 😠😠😠😠😠😠_x000D_,TN
تجمعي طحاااااااان,TN
نيفاق نيفاف...الكل منافقين,TN
البلاد داخلة في حيط.. و هذا واحد ملي يبنيو في الحيط,TN
"""تفوووووه عليك لعنة الله عليك ...حسبنا الله ونعم الوكيل ..._x000D_",TN
و من داخل قفاف _x000D_,TN
برنامج في قمة السفاهة,TN
حثالة ملخر,TN
صوتو ميعجنيش و مضروب ياسر في روحووو سيب عليك بلاصتك في سوق,TN
بجاه ربي يا إدارة قناة الحوار التونسي ، توا هذا شلاكة تخدموا فيه معاكم   يا شلاكة يا شكيب,TN
ماسط لاسط مقعار,TN
ملعون,TN
كثرلها بالمساطة -_-,TN
تفووو عليكم كان تجو عباد كان الوبنة و الطحين,TN
كلها بوتكس أنا متعجبنيش,TN
بربي شباها اسئلتك هكا الحق طحت من عيني اليوم ذكرتني بعهد بن علي تجيبو رجل دين و تعفسو فيه باش تطيحو قيمتو,TN
قل للمفكر متاعكم انو سيدنا عيسى عليه السلام رفع عند الله يا جاهل و زيدك زيادة ياخي هوما شافوهم الأنبياء و الرسل في القبورة متاعهم حاسيلو جايب كمشة بهايم,TN
هههههههه عشنا و شفنا مقداد السهيلي يحكي عالأخلاق و هو في الدنيا بين الكلمة الزايدة و الكلمة الزايدة يقول كلمة زايدة .. إنسان منافق كان بدا بأخلاقو خيرلو .. نقابة ماذا أيها ال....,TN
ماااسط بففف مثقل ملايكته بفففففف,TN
"""مااااااسط..._x000D_",TN
أحباء التفريك و التنبير إنضموا❤!! : ﺻﻌﺎﻟﻴﻚ التفريك,TN
يا تافهين يا لحاسا يا عبيد ...يا من خان الثورة و شهدائها سنلعنكم ويلعنكم الوطن صباحا و مساء حتى نعيد حقنا و حق شهدائنا الأبرار وحق تونسنا,TN
ملهط,TN
ياسي شكيب الراجل مايرجعش اما انت طلعت فرخ وبنة,TN
نهضاوي كلب كذاب ومنافق,TN
لا يستحق أي تعليق. غير التحقيييير,TN
"خيييييييت ....""",TN
اتفه ما شافت عيني,TN
برنامج يصلح للدعارة,TN
كلب ابن كلب,TN
حثالة جرذ طحان,TN
نوفل ما يجيب كان المنح وخوف ملا زبالة منال عمارة والمصيبة حاسبة روحها فنانة,TN
تفوه ,TN
بصراحة ما يحبك حد اكرم لحيتك بيدك وانسحب من النقابة ومن الساحة الفنية ماهيش بلاصتك تحكي على التربية وانت للاسف موش متربي تحكي على الاخلاق وانت موش متخلق اختار العبارات المناسبة كيف تحكي قدام الجمهور والعايلات بالاخص خاصة وقت اللي تكون متغشش,TN
أعوذ بالله من الشيطان الرجيم,TN
وجوه اللوح,TN
ناس مرضى نفيسين جماعة المثلية الجنسية نقولهم برا اقيدوا في الرازي خير,TN
لعنة الله عليكم فى شهره المبارك,TN
تي واللە لا فيكم واحد صادق تفيە عليكم الزوز,TN
ملا منطق يحكي بيه و ملا مستوى منحط لكن هذا موش غريب على هالسنبل هذا,TN
يعطيك كلب يا سامى,TN
كم أحتقرك يا طاهر بن حسين,TN
شعب ميحبش الرجل يحبو كان الطحان ولحاس ،اعلام عااااااار,TN
قحاب,TN
مهرج ...,TN
والله منعرش كفاش خذاها جائزة افضل  ممثل,TN
توا هذا منظر حاشة خليقة ربي !! ملا رهوط,TN
لا يستطيع ان يكون صحفي محايد ............,TN
الدلاجي واحد إمسخ عالفلوس إبيع دارهم,TN
وبش جرثومة,TN
توفيق الغربي فاشل و عمرو ما نجح في حتي عمل مسرحي و قلبو أسود على النهضة خاترو تجمعّي بإمتياز,TN
الام قحبة والبو فاسد,TN
يا توانسة نظفوا دياركم من قناة الماخور التونسي,TN
محرزية العبيدي تتحول  إلى حداثية عرجاء مشوهة تتقن إزدواجية الخطاب....,TN
مساطة مساطة مساطة,TN
أمك جابت واحد مش راجل كيفك,TN
التونسية زارعة الثقافة المنحطة ....والميوعة.....لست ادري لماذا جميع الحاضرات من النساء ضيوفا أو جمهورا لا يلبسن الا لباسا عاريا ...يبدو ان الطقس حار جدا في استديوهات التونسية,TN
ملا حالة,TN
أنت هو أكثر واحد طيح الفن تحت الساقين!!!,TN
العماري ماريتش في طحينو,TN
حتى دخلتو بمساطة ،والله قداش نكرهو,TN
وحدة كيفها خامجة عار علي تونس و اهوكا وليد تونسي كركرها في دقيقة قبل ما يخرج,TN
"و بعد يقولو شبيه شباب فاسد و الله غريبة""",TN
ماسط,TN
فنانة بدون تاريخ لا مستوى و لا اخلاق.,TN
يا شكيب يا كذاب يا سفيه,TN
و تتواصــــــــل الإيحــــــــاءات الجنسيّـــة و الكلام الفاحـــــش على ماخــــــورالدعــــارة...قلناها و لا نزال نقولها راكم ماخـــــــــور موش قناة تلفزية...,TN
ماسطة او ديما سخيف وجه كي زبي,TN
ماسط مش عارفة كيفاش جبتوه بعد مايا القصوري ,TN
عندكم كان هو ؟؟ _x000D_,TN
في قناة الحوار التونسي ثمة برنامج و حوار و كذا.. ايا طلعوا علاش ؟ عالبطالة ؟ لا.. على الوضع الاقتصادي المزري ؟ لا.. على الفقر ؟ لا..على الفساد ؟ لا..على الثروات المنهوبة ؟ لا.. امالا علاش ؟ عالمثلية الجنسية سيدي خويا...اي نعم وفات مشاكل تونس الكل و قعدولنا كان المثليين نحكو عليهم.. لا و قالك غدوة زادة برنامج اخر على نفس الموضوع في نفس القناة !! يلعن مذهب بوكم الكلب راكم عملتو الريحة ياا سبب نكبتنا.. #اعلام_العار,TN
متعجبنيش لهي ولا صوتها,TN
هذا الرقاصة يدلي بدلوه في شان القاضي احمد الرحموني !!!!عاهرة تتكلم عن الشرف !!!!,TN
ملحد,TN
كيف سيدي كيف جوادو مستويات منحطة,TN
راني مش داعشي لكن قولولها تحشم شوية كبيرة راك,TN
افشل محامي لأعدل قضيه...,TN
ياسر ياسر ياسر  رزينة من لخر  أرزن مالطفل عرفتوه إلي كانو قبل غسلو بيه روسهم,TN
هاو الكلب لكبير ملقا ميعمل ولا ماد وجهو فالتلافز والله لعضيم. ....بناتو و مرتو راهم قحاب مل بريمة لعنك الله يا كلب يا مسخ تفوه عليك وعلا والديك,TN
كلب,TN
منشط مصتك ...يستفزوا الضيف و منبعد يلوموه على ردة الفعل متاعو ...,TN
شعب تاافه الى اقصى درجة فيقو نيكو,TN
مناااااااااااااااااااااااااااااااافقة كبييييييييييييييييييييييييييييييييييييييييييرة,TN
اولاد مفيدة عجبتهم تفاهات اولاد مفيدة !!! الطيور على اشكالها تقع ،و الصرصور ما يعيش كان في المجاري .,TN
و انت كنقيب كارثة كبيرة,TN
لعنة الله عليكم يا جماعة النهضة ملا رخص فيكم توى الماسط توفيق يتقالو سي و يتسم ممثل و مثقف,TN
إنسان لا يعرف معنى الحوار تافه 😅 👎👌,TN
ولّينا مهزلة آخر شيء أن ما يُسمّى بنور شيبة أصبح يفتي في القضاة.منين عندو الثقافة.هو الفن بعيد عنه فما بالك بالقضاء.خسئت يا غريب الفن,TN
بصراحة حيوان وجاهل,TN
تافه و ما تجي شي البرنوس متاع المرزوقي انظف منك,TN
لا يليق بهذا البرنامج,TN
حيوان و قليل حياء و جاهل و عيب باش تنسبوه للثقافة,TN
انسان فاشل و ممثل فاشل و تافه مستوى قفة و تلحيس المستقبلو الوحيد الشد الحبس وحدو و رتحنا من وجهو,TN
ممسطو يا معلم ما يتهظمش,TN
تافه و منحط ملا شلاكة جايبنو توا هذا يضحك!!!!! ما مسخفيني كان المساجين الحبس و زيد هالفوgيرة الماسطة,TN
عيب عيب عيب ما امسطك ما تحشمش,TN
"الله لا تباركلك يا سامي الفهري... يا رب يورينا فيك ايام سودا وتكون عبرة لغيرك الي يفسدوا في الشعب و يولي كل شي مباح""",TN
منحط و تافه اخخه,TN
درتوا العار يا قناة الحوار مع هاليهودي مداهنة واضحة لليهودية وما تستغربوش شباب جاهلة توانسة يتعدوا لداعش من التبغديد .,TN
الكوميديا ماتواتيكش شد الدرامة و ربي معاك,TN
بدون تعليق,TN
ماصط لاصط,TN
أنا الأول أكرها,TN
يااأسسسررر مضروبة في روحههههااا للاااا بية نحب نقلها لباسسسسس؟؟,TN
شايب التركينة .. النحس,TN
لا تمثل المرأة التونسية و حمد الله وليد التونسي بردلي على قلبي....,TN
ماسط لاسط والله جايبينو زايد سود وجهك تولي تضحك ملا مناظر يجيبو فيها ما عرفتش شني محلو من الاعراب انشالله العام جاي ينقرضوا ناس هاذهم 😈😠,TN
ماسطة خلقي من غير مانتفرج عليهم,TN
مارق برشة و لكزة,TN
امسط انسان ريتو في حياتي .. وشام و منقالة و خلعة و زيد يحكي ..مسكين والله 😒👍😊,TN
النهضة خانة شعب خلي ابناءها. جبناء انتهازين و لاكن لامفر يوم محاسبتها ....,TN
ماسط لاسط 🙈,TN
شنوة الي قدمتوه لينا كان العيب و النميمة و الشتم.._x000D_,TN
تفوه عليگم إلي يدافعوا علي الموبن و القحاب و برافوا وليد التونسي,TN
عبيط و اقرع و ماصط,TN
اكبر طحان بوجين في تونس,TN
نذل الانذال,TN
"الله لا يفرج عليه""",TN
"....و تحسو بوهالي.... و دمو ثفيل""",TN
تاعب تاعب,TN
اما جانا من غير جبة نهار اللباس التقليدي,TN
بف بف شكيب مرزنووووووووو !!!,TN
يهز في القفة ....وافكارو مشتتة,TN
توى هاذي غنايا مرخصها,TN
هلكك ربي ياكلبة وضهر للناس حقيقتك يا واطية الله لا اقيملك قايمة امين يارب العالمين,TN
امين قاره : أبسل شخص في شمال أفريقيا ههههه,TN
كلاب,TN
هذا شخص من الذين عودونا بالنفاق والكذب من أجل الكراسي المقلوبه مثلهم مثل النداء الحزب الجائع.. فبحيث تونس دولة نفاق أو لا تكون,TN
"لعنة الله عليهم""",TN
مقرف لايقبل الحوار الممثل او الفنان ملك الجميع انا مثلا في المستقبل معادش نتفرج فيه  شىء مقرف  قواد شعب  طحان  ميبون,TN
تفووووووووووو يا اولادمفيدة القح......,TN
الله ﻻ تربحه و ﻻ توريه فرحة,TN
بالصراحة لا علاقة بالتمثيل,TN
قناة الخمج التونسي برا الله لا تربحكم,TN
تفوه على هلمنضر,TN
تفوووووووو  حيوان و ماهوش متربي  . الله لا تربح الي جابك و رباك,TN
كلب من كلاب النهضة,TN
"لا يستحق الظهور في وسائل الاعلام ومش محترم وقدم أسوأ مثال ليلة البارحة في عدم الاحترام""",TN
"""فوزي انسان يخاف ربي و باهي",TN
مرجتونا بواحد ما يستاهلش التلفزة ًديما يتيتمً,TN
مقاطعينكم يا طحانة,TN
مارك لا منظر لا مخ خامجة برا مع فيمن تصلح بيك,TN
ساقط,TN
وجوهكم، وجوه الدعارة,TN
ماسط ياسر بلاصتو في بوابت عبدالله قش يستقبل الحرفاء,TN
أمسط مخلوق علي وجه الكورة الأرضية و ما جاورها,TN
زوز جبورة مايسواوس دورو....كي لطفي الترتة...ووليد ولد الجبري,TN
العنكبوتة المجرتلة تفييييه,TN
دور هذا و مرت بيرم متاع دبي ههه لا علاقة و فسدوها بالطمع ...,TN
مبسلو ماسط,TN
مش متربي,TN
حيوان مفترس,TN
ممصتو ياسر لاعب فاها فاهم كل شي,TN
عيب عليه ما يجيش نضحكو على حد مش قاري ما حبيتهاش منو وكا لطفي بجاه ربي علاه جايبينو ماسط لاسط,TN
لم تكن ممتعا ولا جريء بل متحاملا على شق من ضيوفك أسئلتك تافهة وادارتك للحوار فضحت لعبتك,TN
رخييييييييس,TN
ماسط لاسط,TN
ليس بهذا المستوى المتدني تصنع الحضارة وليس بهذه البذاءة يولد الإبداع #قذارة  #قشور _x000D_,TN
والله ربي سبحانو لا يضلم وهو ها الجرذ حيوان اسمو على جسمو شراكة شلاكة نهضاوي كلب,TN
راااك ماسط راااك لاصط,TN
معجبتنيش لقطة بيرم وهو اعيط على امو الحق ماسطة,TN
قليل حياء وعديم التربية بأتم معنى الكلمة وجميع تصرفات النذالة عملها والي يزيد ينرفز سكوت أمينة عليه,TN
قداش المسلسل فيه تطييح قدر البنات و قداش حكاية ركيكة و مبتذلة و الي يدهش اكثر قداش جايب نسب مشاهدة!!!! المسلسل ولا كي ما فيهوش ولد حرام على الاقل ما فيهوش نكهة ...الحكايات هاذوما كنا نسمعوا بيهم كان في المسلسلات المكسيكية,TN
جاهلة,TN
بدا الطحين ليل الباجي بطريقة غير مباشرة,TN
الله لا تربحك يا قناة المخور تفووو عليك واحد واحد,TN
تففففففووووووووو عليكم واحد واحد .,TN
فدينا من نهضة ديما كلام و فعل ربي جيبو,TN
زبلة من العال,TN
التمثيل فاشل و في الكلام فاشل و الحوارات فاشل و في كل شيء فاشل,TN
واحد رخيص و يحب كان الرخص,TN
حسان من الجزائر.هناك مثل يقول.الشيب والعيب.اغسل بماء زمزم .وادخل في الاسلام.يا عدو اله.تفووووو,TN
سخيييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييييف,TN
مسلسل قلة الحياء والتربية  ورسالة قذرة تبعث الى المشاهد . عادة في رمضان تبث مسلسلات دينية مسلسلات تاريخية  مسلسلات الابطال والشرفاء وليس مسلسلات البانديا والهمل والجراثيم  والزوفرة . اتقو الله في خلقه * المشاهد* حسنو مواضعكم واخلاقكم  وذوقكم حتي يصل الى المشاهد فتكونو اديتم رسالتكم الصحيحة .,TN
تفوه عليك وعلى برنامجك تتجلطم عالفريقي يا مسخ تفوووووووه,TN
باصتك في سجن غوانتانامو يا بهيم,TN
عيب في شهر رمضان و عايلات ملموة و نشوفو حاجات هكة.  شىء يحشم راهو مزال اولاد و بنات عايلات موجودة,TN
شنية هاذي.؟؟؟؟ . لا تمثل المرأة التونسية,TN
ابتذال وسفالة بدون حدود .,TN
الله لاتربحكم ولا تخلصلكم وحلة!!_x000D_,TN
من كثرة مساطو رقدت,TN
إنسان لا يعرف معنى الحوار تافه 😅 👎👌,TN
الصراحة مش لهذه الدرجة طول لسان معادش فم حشمة  مدام خساره تونس فيك,TN
مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط مااااسط,TN
كمشة مسيخ,TN
ماسط ماسط ماسط الى ميوصلش للعنب يقول قارص نجلاء طلعت اخبث منك,TN
مسكينة تونس,TN
ياسر مضروب في روحو,TN
خامج,TN
طلعت منو ريحة البهامة !!,TN
اللواط رذيلةٌ من أسوأ الرذائل، خصلةٌ من خصال الشر، مميتاً للحياء ، فساداً للأخلاق ، فساداً للقلب ، اعتداءٌ شديدٌ على الطبيعة التي ركبها الله عز وجل،بل جريمةٌ نكراء تعافها البهائم والحيوانات .,TN
صحافي بلاش باك طحان الخوانجية,TN
لا تسمع كلام أصلع ولا تاخو منو نصيحة كان جا  ربي يحبو مايخليش راسو فضيحة  :D,TN
البوليسية كلاب صدق الي قال,TN
بابورك زفر وبديت تهز و تنفض,TN
وزير فاشل....برا شد ملفاتك..وهو الصباح في الإذاعات و العشيا في التلفزة...du jamais vu!!!!!!,TN
من أكبر المنفقين في هذه البلاد يمثل خطر على البلاد,TN
طحين بالبالة,TN
جهلول يعمل في buzz فماش ما يكبر شعبيتو تي انقرض وهف أقسم بربي هامل و سوكارجي و معظم الأساتذة عارفين هذا مستغرب كان فالأحمرة اللي عاجبتهم أفعالك انقرض نم,TN
"باي باي تونس""",TN
الاعتذار و الغباء مايتقابلوش,TN
ممسطو. و مبلدو و متفهو,TN
مخيبو و مخيب راسو,TN
ممسط تيييييييييييت,TN
مقرف لايقبل الحوار الممثل او الفنان ملك الجميع انا مثلا في المستقبل معادش نتفرج فيه  شىء مقرف  قواد شعب  طحان  ميبون,TN
مسلسل فاشل..انحطاط اخلاقي ..,TN
توفيق الغربي وسخ اعلامي و ثقافي و سياسي,TN
راجل كبير وميبون,TN
تي مساطتو هي الي تضحك أكثر منو,TN
متفهكم يا متعلمين يا بتوع المدارس,TN
مرزنووو و أمسط من حكة الطماطم بو رطل,TN
شبيها ولات هكا ماشيا وتمصاط,TN
امسط اعباد ربي كان تكون راجل معادش توري وجهك في اي قناة. فماش واحد قال فيك كلمة  حلوة.      ارخيس.   واطي    واادلاجي الي تحكي اعلية شهرتو اكثر منك بالف مرة,TN
مامسطها,TN
انا ملي شفت الضيوف وشفت فيهم الغربي عرفت الي الحلقة فاشلة بامتياز.,TN
"""ماسط ...",TN
ماصطه لاسطه,TN
"""مسلسل تافه_x000D_",TN
ملا فاشل,TN
طحين فاخر,TN
شو ها العبيثه بسم الله الرحمان الرحيم,TN
راك ماسط راك لاسط كلكلاسط,TN
شعب يعشق الفساد !!!!!,TN
الملامة مش عليه الملامة علي يعيطلو سي مقداد . مثال للثرثرة و الهروب بالموضوع و سوء المنطق امنيتي كلامي يتحطلو بلاكة قدامو,TN
مقاطع قناة العهر,TN
ماااسطييين,TN
خامجة من خامجات المجتمع التونسي الحديث,TN
كلب ولد كلب,TN
ماسط لاسط  فارينة,TN
عيب عيب عيب,TN
اكبر مسرحية سخيفة,TN
مستويات منحطة,TN
لحاس الابله ناس تخدم حايتها الكل ضد الدولة,TN
مخيب منضرو..شوف ربي كفاه ماسخو تو نورمال اللي قاعد يصير ولخرا تقلي حرية شخصية..وهف ليك و ليك و لهاك الشيبة معاكم اش خلاها لبلاد لتالي لاهيين في الحكايات اللي ك صرومكم تفووو,TN
ملا حيوان في الساعة يحكي ساعه و نص اسكت وهف يهزك,TN
بلاتو كامل من المرتزقة و الجهلة و المتخلفين  هذه هي نخبتنا فيها مقداد الفنان ههههه عمري ما ريت واحد يسمع في غنا مقداد و شكيب الابله ما يعرفش يكون جملة و لطفي اللحاس صاحب نظرية الأنفاق. إنه عصر الرداءة,TN
العاهرات أمثال هذه اللي يلهثو وراء المال والشهرة هما  سبب لدمار المجتمع والفتنة اللهما لا تاءخذنا بما فعل السفهاء منااااا,TN
يا خويا كلمين كيف ولادوا المساطة و الغرور سبحان الله و علاش ايجيبوا فيهم و زيد لابس بلوطة تفيييه,TN
اهل الشقاق والنفاق ،وينو زين العابدين بن علي ،خلي اربيهم ،حتي انت يا سامي راك كيف اخيانك مننننننافق,TN
القفاف جملى,TN
ناقم على الدنيا وعلي عندهم فلوس,TN
قدكش ماسطا و ماتجي شي باهي ......,TN
امسط انسان ومنحط,TN
تفوه.عليك وعلي أصلك يا كلب يا خنزير يا تافه أنتي وأمثالك يزلزل.العرش متع ولديكم,TN
لا ذات لا صفات عامل روحو متثقف وهو مستواه اولى د اما عندو دراية كبيرة في هزان القفة معلم هههههه,TN
بارشة افساد الحمد الله فسختها عندي مدة من الرسيفير,TN
"ملا قاضي دوخهم و خرجهم على الموضوع و ضهرهم ما فاهمين شي و ضهر نيتهم الفاسدة وهم لا يشعرون . ملخر ضحك علاهم""",TN
مااااااااسط,TN
ممسطوووووووووووووووووووووو !!,TN
في جرتك مشينا في العفس,TN
اكبر متحيل العباد قاعدة تخدم وتموت وهو قاعد يدبر في راسو علي اليمين وعلي اليسار وراكب علي الامن والنقابة,TN
يدعي العلم وهو جاهل,TN
كلب ديوث,TN
لعنة الله عليك يا خامج الشيب والعيب في التلفزة وعلي المباشر تحكي بكلام زوفره ملا في دارك زعمه كفاش !!!!! أكيد ديوث,TN
ماسطة,TN
خارف,TN
"بصراحة برامج""الحوار التونسي""فدينا منهم لكلهم ترهدين و تنوفيق",TN
ماسط.,TN
أذهب فأنت أحد الأغبياء,TN
ياخي ماقالو جد راك ماسط لاسط,TN
توفيق الغربي ممثل فاشل و فكاهي ماسط لاسط,TN
كلاب والله كﻻب,TN
طز  فيكم  يا حمير,TN
ملا منضر وملا قفراشي,TN
مستوى منحط، راك ميبون في ترمتك يعطيك عصبة في زك أختك إنت و نوفل راس الفقمة، كمشة ماسيخ تفوووووه عليكم,TN
ممسط زك امو نحب نشد و نستفعل فيه,TN
بصراحة جبري باااااارشا,TN
راس المنصبة,TN
الجهل مصيبة و التقوعير زادة ما عندك فيه ما تقول أففف الصبر و برة 👎👌,TN
ياوخيتي ممسطهاااا,TN
راك ماسطة راك لاسطة,TN
كلهم بهايم وثقافتهم محدودة حتى في دينهم ربي قال إذا الشمس كورت موش الأرض يا أحمد كافون,TN
ملا مناظر مقلبه....,TN
تفوه عليك,TN
عليك حمار تفو,TN
تعملو مزييا معش تجيبوهولنا هال السنبل اغا ..يطلع لعصب ..حاسب روحو  حاجة و هو ولله لا يجي شيييي .,TN
مسلسلتافه لممثلين تفه في قناة تافهة,TN
ماسط,TN
بصراحه شى حشم فيك,TN
ملا  رهوت     في قنات  العار,TN
اعلام العار مسيبين مشاكل لبلاد و عامللين قاوق على كمشة همال يا مسخين,TN
عيب ان نناقش مساءل محرمة مثل شرب الخمر والمثلية الجنسية(اللواط) في برنامج محترم !!!؟؟ ونقولو حرية شخصية عيييييببب,TN
معجبنيش بيرم كيفاش يأمر في أمو و يهدد فيها,TN
و الله لا شيء جديد على قناة الحمار التونسي سوى انهم يستضيفون ارذل الماركات التونسية,TN
هذا مريض بالطحين و هزان القفة موش بالسرطان اللهم لا شماتة ربي يشفيه و يشفي جميع المرضى,TN
ملا مارك😏😏,TN
فريال ممثلة تونسية موش متربية وهبطت قيمة الممثلين التوانسة,TN
مايا الكسوري و لطفي العماري اللي حاسبين رواحهم مالكين للمعرفة و هما عنوان للتفاهة,TN
تتسشكاو من قلة البركه وللرزق من قلة المطر تتشكاو من الجتمع ، تحللو في ماحرم ربي بإسم حقوق الإنسان وبسم الحريه ألا لعنة الله على القوم الفاسقين يافساق ، _x000D_,TN
عمل ضعيف و مقرف الي حد هذه الساعة من 2 حلقات,TN
أي واحد بش تجيبوه في برامجكم رو سارح و هامل,TN
كلمات تافهة من عبد أتفه .. لا خلق لا خليقة لا باب لا سويقة... يعطيه دا على لونها الأزرق يزيد يزرقوا...,TN
مهرج  لا يحسن  الكلام  ولا يحترم  الاخرين   وموش متربي,TN
التونسي طول عمرو منافق ,TN
انسان ياسر بهيم.وعلاش جايبينو اصل.,TN
مقداد السهيلي سيدي الشّيخ ياأكبر قفاف منافق في الجمهورية التونسية,TN
عيب,TN
بلاهي برّا أغسل ساقيك و أرقد ياصمير برنامجك مكرز,TN
لعنة الله عليكم,TN
بابورك غرڤ,TN
قداش نفد منو اوووووه مرزن ملايكتو و لاعب فها طز حكمة,TN
اخرتها جايبين متشرد طحان لحاس لأكبر كلب !!!بن علي هز المليارات وهرب وخلالنا طحانة مربيهم عالرخص والذل بصراحة برافو بن علي عرف يربي كلابو,TN
قداش تافه و موش متربي ها الزلم اللي جايبو,TN
إعلام العار يمشييو فيكم بالفلس الرخص و الذل,TN
افففف توقيت الفطور بالظبط خسارة,TN
شيب و االعيب,TN
"طحان""",TN
ياسر ظارباتو في روحها,TN
المتخلف هذا ؟,TN
باارشاا قحب :),TN
مااااااسط,TN
مسلسل منحط حتى اسم المسلسل تافه,TN
"افففففف""",TN
ماجيت شيء,TN
ملا ملهط تدافع على المثلية الجنسية  لعنة الله عليك نعلمك انو سيدك احمد الاندلسي,TN
لا حول ولا قوة الا بالله.,TN
قمة عار انوا ناقشوا في موضوع محرم في دين اسلامي نهى عليه القران والله شي اسف انو نشوفوا كيما هل اشكال في اعلام هدا بلصتوا الحبس موش طالب بحقوق ........زايد والله .ان لم تستحي افعل ماشئت ......,TN
أكثر حاجة خايبة في كلام الناس هي ما يا القصورى و عار على تونس أتحداكم كان تعديو كلامى,TN
زوالي في مخو,TN
قحبة  من الدرجة الرفيعة,TN
برشا فضايج,TN
راك ماسط راك لاسط راك سلعة متشيخش جملة.صاحبي موكش متع فكاهة,TN
قداش ما نهضموش ها المخلوق الشيب و العيب,TN
ماسط أمين البرنامج بلا نوفل و مايا ماسط 😔,TN
ممسطو ممسطو,TN
ملا فن و ملاّ عفن 😏😏,TN
ياسر تتسومم و تڨحر لامال علوان,TN
طحين تلحيس موش راجل,TN
شئ  يأسف,TN
شنواااااا تهردة هاااذي _x000D_,TN
خييت مرضة,TN
"""حثالة ",TN
ديما نفس الوجوه شي يفدددد,TN
ههههههههههههههاااااه نندبهم أش يعمل فحياة هذا لاجي ممثل أو لا جي كوميدي حسيلو اردد سمحوني ميتحتش في وسط مثقفين حلو يخلعل دار من ديار الحزب اويبنيولو فها كشك دخان,TN
"""حكايات تفها كيف وجهك_x000D_",TN
بليد  هههههههههه,TN
برشا قلة تربية وقلة حياء أسترنا يارب,TN
شيخ زبالة,TN
برشا قحب,TN
عرفتك منافق ملي انضميت للارهاب في برنامج التيارات,TN
تو معدش تعرف احمد الاندلسي و دفع على واحد عار على تونس  راك انثى كيما قال وليد ههههههههههه,TN
مستوى منحط و اختيار عشوائي لهذه الحلقة,TN
مسخر متاع بنات,TN
طحان بن علي,TN
من وين جيتي انتي لا تمثيل المرأة التونسية,TN
حلقة  تاااااااااااااافهة.,TN
طحان الطرابلسية و تاجر مخدرات تحبوا تردوه عبد ومضلوم بالسيف وقت اللي كان احب انيك الحالة و ايعمل الباكوات مالغبرة الي دخلها في الكور هو و الترافكون الواعر أعضاء العصابة الطرابلسية,TN
قحبة,TN
أمسط واحد في تونس,TN
نحي راس بصل وحط راس ثوم والزوز بوق واحد اما برجولية امين ماسط تحسوا رزين وسعات يوحل باش يعدي لحكاية .اما سلمونا على حمالة الحطب مايا الي مهمتها وفات ولطفي لعماري ديما اساسي بالروح والدم والعالم الله.,TN
حثالة مثل هذا توفيق لا تربية ولا أخلاق مقرف,TN
