tokens_no_stopwords,Dialect
"['ريتا', 'طلقها', 'شراته', 'بدر', 'اهم', 'النفقه']",0
"['يعطيك', 'الصحه', 'ستنيتي', 'السيده', 'مكغير', 'هايليك', 'اتفضلي', 'فضلك']",0
"['اذا', 'نقدر', 'نزيد', 'نطول', 'الاقامه', 'ديالي']",0
"['عندها', 'وحد', 'ليومين', 'قعدت', 'وحده', 'قدامي', 'طرطق', 'العلك', 'وكي', 'قالها', 'وحد', 'الشيخ', 'عيب', 'حبسي', 'تجغبيل', 'بالعلك', 'بنتي', 'سباتو', 'وقاتلو', 'مش', 'كار', 'باباك', 'عندها', 'الحق', 'ونتي', 'عندك', 'الحق', 'حر', 'روحو']",0
"['يارب', 'اشتقناله', 'مره', 'يارب', 'يعود', 'متحمسه', 'كثير', 'اشوف', 'عمل', 'ليه']",0
"['فضلك', 'وريلي', 'وين', 'راني', 'علي', 'هاذ', 'المخطط']",0
"['تحول', 'الي', 'وحش', 'وراهي', 'حدايه', 'ويلي', 'كون', 'تشوفني']",0
"['اله', 'يبارك', 'ماشاء', 'اله', 'ربي', 'يكثر', 'امثاله']",0
"['اذا', 'عندكم', 'هاذ', 'التريكو', 'الوان', 'اخري']",0
"['احلي', 'بلوك', 'ليها', 'اعملولها', 'بلوك', 'وماتضيعو', 'وقتكم']",0
"['الفستان', 'اللي', 'راكي', 'لابستيه', 'شباب']",0
"['ايه', 'تلت', 'سنين', 'نص', 'قريب', 'ربعه']",0
"['ماشي', 'محتمل', 'بزاف']",0
"['اسايرك', 'تفكر', 'فقط', 'بالجنس', 'استغرب', 'لانو', 'المزابل', 'يطلع', 'الياسمين']",0
"['يقولوا', 'مسرحيه', 'كالعاده']",0
"['راني', 'حاب', 'نكري', 'سياره', 'لاسبوع']",0
"['راني', 'نحوس', 'علي', 'هاذا']",0
"['جاو', 'عندنا', 'يكلوهم']",0
"['تقدر', 'تشرحلي', 'المرض', 'ديالك', 'بالانجليزيه']",0
"['علي', 'اساس', 'اني', 'عايشه', 'علي', 'حسابك']",0
"['ال', 'الايد', 'رمه', 'طهر', 'مزال', 'كملش', 'نيش', 'عارف', 'علاه', 'تذكرت', 'عباره', 'الجزاير', 'طريق', 'النمو']",0
['العاشر'],0
"['كلهم', 'درك', 'دوره', 'زوز', 'اضراب']",0
"['عندها', 'ذوق', 'بزاف']",0
"['نسحق', 'تقاشر']",0
"['اله', 'يرحمهم', 'يصبر', 'اهاليهم']",0
"['فعلا', 'بكل', 'معني', 'الكلمه']",0
"['ماشفتوش', 'يهدر', 'دوك', 'نشوفو', 'علي', 'جاب', 'السنه', 'شوفي', 'الوعي', 'نشوفو', 'علي', 'جال', 'السنه']",0
"['ايه', 'سيدي', 'نجي', 'ناخذ', 'فطور', 'الصباح', 'ديالي', 'يوم', 'الاثنين', 'الي', 'الجمعه', 'الذهاب', 'الي', 'العمل']",0
"['واله', 'ياريت', 'تخلوهم', 'يهدو', 'الوضع', 'شوي', 'لان', 'احنا', 'مش', 'وقت', 'لمشاكل', 'مش', 'حابين', 'فانز', 'سهيله', 'يردها', 'لهايدي', 'وتكثر', 'المشاكل', 'وبالتوفيق', 'لهايدي']",0
"['معرض', 'السلفيات', 'التخفيضات', 'راهي', 'دايره', 'حاله', 'ازربو']",0
"['تقدر', 'تلغي', 'رقم', 'البطاقه', 'ديالي']",0
"['اعلان', 'غازي', 'نكبه', 'نكب', 'حاله', 'جو', 'رومانسي', 'والحمام', 'اكبر', 'غرفته', 'مت', 'ضحك', 'سناباتغازيالمطيري']",0
"['لاتحملون', 'مسؤوليه', 'قناه', 'النهار', 'الحل', 'الشعب', 'باسكو', 'يحكمو', 'بلادنا', 'عفوا', 'حنا', 'جمهوريه', 'قصدي', 'يسيرو', 'بلادنا', 'بنادم', 'كيفنا', 'كيفهم', 'وحقنا', 'لازم', 'نهدرو', 'وقتاش', 'شفت', 'البنان', 'مكانش', 'يسمعك', 'يقول', 'مراناش', 'عايشين', 'نحمدو', 'ربي', 'نقارنو', 'نفسنا', 'جيرانا', 'باسكو', 'رانا', 'افريقيا', 'ومع', 'الايام', 'نتحضرو']",0
"['مش', 'يوم', 'معاك']",0
"['رحنا', 'لوقت', 'الاضافي', 'تفرت', 'فينا']",0
"['اله', 'يبارك', 'علي', 'بنت', 'الرجال', 'ربي', 'يجازيها', 'ان', 'شاء', 'اله']",0
['مقررناش'],0
"['راك', 'حاب', 'كاش', 'حاجه', 'تشربها']",0
"['شيي', 'متاز', 'لاعب', 'رايق', 'جدا', 'متاز']",0
"['كيفاش', 'راك', 'حاب', 'نمشط', 'اليوم']",0
"['الغرفه', 'الف', 'ميتين', 'سبعه']",0
"['تحسب', 'الناس', 'مثلك', 'قابلين', 'لبيع', 'والشراء']",0
"['لعشره', 'ايام']",0
"['شحال', 'متوسط', 'السعر', 'الشهري', 'لفاكس', 'الخارج']",0
"['لازم', 'تجري']",0
"['بلا', 'مزيه']",0
"['فعلا', 'يسعد', 'مساك', 'حبيبتي']",0
"['ايه', 'الامتعه', 'تع', 'واحدوخر', 'حطوهم', 'فالغرفه', 'ديالي', 'تقدر', 'تتحقق', 'فضلك']",0
"['وقت', 'كنا', 'نيه', 'وحاسبين', 'التوانسه', 'خاوتنا', 'درك', 'دارو', 'علينا', 'ورجعو', 'يسبونا', 'ويسبو', 'بلادنا', 'ماعندناش', 'الزهر', 'الجيران']",0
"['علا', 'جال', 'الصيف', 'فاليابان', 'عاده', 'سخون', 'بزاف', 'وماكانش', 'عندنا', 'البراد', 'هاديك', 'المره']",0
"['اعتذر', 'بشده', 'بصح', 'مبقولناش', 'جرايد', 'انجليزيه']",0
"['عندك', 'مخطط', 'بسيط', 'للمدينه']",0
"['هدرت', 'معا', 'خواتاتي', 'لكبار', 'بصح', 'بلا', 'فايده']",0
"['مدغشقر', 'وين', 'جايا', 'هده']",0
"['لازملي', 'هديه', 'لذكري', 'سنويه']",0
"['دي', 'عايزه', 'كلام']",0
"['وريلي', 'عريض', 'كثر']",0
"['تقدر', 'تعاود', 'تاكد', 'الرحله', 'التذكره', 'ديالي']",0
"['غازي', 'المطيري', 'وين', 'لمحزم', 'المليان', 'وين', 'زدرصيدك']",0
"['الاول', 'حكيتيها', 'علاش', 'عملتي', 'دوره', 'ايه', 'سمعت', 'اخدت', 'تروفيه', 'برونزي']",0
"['شعب', 'ودم']",0
"['يعطيك', 'الصحه', 'ستنيتي', 'السيده', 'مكغير', 'هايليك', 'اتفضلي', 'فضلك']",0
"['يكون', 'حوالي', 'دقايق', 'انتظار']",0
"['تحس', 'الفريق', 'فقير', 'هجوميا', 'الفرص', 'قليله', 'جدا', 'ضد', 'منافس', 'ضعيف', 'كخيتافي']",0
"['غلطت', 'دخلت', 'الهشتاق', 'قلت', 'اهدي', 'نفوس', 'محرز', 'وصلاح', 'عرب', 'وكلهم', 'فخرنا', 'الحقد', 'المصرين', 'علي', 'محرز', 'يالطيف', 'عاملين', 'تستصغروا', 'مهاراته', 'مش', 'محتاج', 'رايكم', 'يكفي', 'انه', 'فخرنا', 'يالطيف', 'عقولكم', 'صغيره', 'زي', 'العصافير', 'فخرالعربالحقيقي']",0
"['حتي', 'ماناش', 'واجدين', 'لشتا', 'خلي', 'نزيدو', 'شويه']",0
"['هعه', 'واله', 'ماتحشمي', 'ماتعرفنيش']",0
"['جربتها', 'وانا', 'انصحك', 'بالشخشوخه']",0
"['تقدر', 'تفرغلي', 'الطوله', 'فضلك']",0
"['لعشره', 'ايام']",0
"['لاحول', 'قوه', 'الا', 'باله', 'واضح', 'شعرها', 'واقع', 'بسب', 'كيماوي', 'او', 'مرض', 'الناس', 'ماعادت', 'رحمه']",0
"['هاذوك', 'كانو', 'يسبو', 'فيك', 'ويقولولك', 'الجزاير', 'مكانتش', 'كايه', 'طاغيهم', 'قوليلهم', 'ماشي', 'حنا', 'رانا', 'نهدرو']",0
"['مبروك', 'لشقيقه', 'تونس', 'الخضرا']",0
"['انا', 'صغري', 'منحبش', 'الصيف']",0
"['الي', 'اليمين', 'الي', 'الشمال', 'اصلها', 'تفرق']",0
"['مكن', 'الناس', 'الثانيه', 'لازمها', 'نظارات', 'لانه', 'مبينه', 'نظرهم', 'ظعيف']",0
"['اجمل', 'الافلام', 'الي', 'شفتها', 'الي', 'مبملش', 'ابدا']",0
"['اولا', 'متخلينيش', 'نضحك', 'واش', 'راك', 'كاتب', 'تاني', 'شيء', 'باينه', 'نتا', 'مكش', 'فاهم', 'قصه', 'انا', 'متعمده', 'نقول', 'هكا']",0
"['تلاته', 'سنين', 'تلاته', 'سنين', 'حاجه']",0
"['وانا', 'اكثر', 'واله', 'نحبكم', 'بزاف', 'لاسف', 'ظروف', 'حبوبتي', 'دايما', 'القلب']",0
"['الان', 'اتليتكو', 'مدريد', 'فارق', 'بينه', 'بارسا', 'نقاط', 'فقط']",0
"['انا', 'ماشي', 'متمكن', 'بزاف', 'الالمانيه']",0
"['هاه', 'مازلنا', 'بديناش']",0
"['مين', 'قاليك', 'يحتاجو', 'قافله', 'انتم', 'ركم', 'تغيتو', 'بيهم', 'شكون', 'راه', 'يعطيهم', 'دواء', 'ومساعدات', 'طبيه', 'يحتاجونا', 'غبي']",0
"['قلتش', 'بعيد', 'قلت', 'برك', 'انا', 'نكونش']",0
"['واد', 'رومانسي', 'زدت', 'شوي', 'ومعرفتش', 'بصح', 'تليق', 'غنيه']",0
"['ليش', 'يتكلم', 'اميركم', 'تسمونه', 'قليل', 'ادب', 'اصدق', 'قال', 'السعوديون', 'ماعندهم', 'خبره', 'وغير', 'مثقفين', 'ايه', 'واله', 'حاشه', 'البعض']",0
"['عندك', 'الانستغرام', 'تاعها', 'اعطيهولي', 'تعيشي']",0
"['اه', 'نبقاش', 'لجانفي']",0
"['واش', 'يكون', 'الاسرع', 'طاكسي', 'سياره', 'اسعاف']",0
"['ابي', 'افهم', 'ليه', 'حطين', 'السجن', 'يخانا', 'اقول', 'فيصل', 'علي', 'والمطيري']",0
"['مافزت', 'عادي', 'جدا', 'اخي', 'صلاح', 'اله', 'يجازيك', 'تحمل', 'لناس', 'الي', 'ميش', 'متربيه']",0
"['المعذره', 'وين', 'جاي', 'المطعم', 'الرييسي']",0
"['مفروض', 'يحطون', 'شوط', 'وبرسا', 'واله', 'طفشنا', 'سيناريو', 'قاعد', 'ينعاد']",0
"['شحال', 'للغالون', 'الواحد']",0
"['شوف', 'المعلومات', 'علي', 'الغلاف', 'المفرغ', 'الهواء', 'للغذاء']",0
"['راني', 'حاب', 'تعوضوني', 'تقدر', 'ترجعلي', 'دراهمي']",0
"['وين', 'نقدر', 'نشري', 'بيليكول']",0
"['قادر', 'اذا', 'غاب', 'مكن', 'بروفات', 'تمثيل', 'وطلال', 'اما', 'الغوازي', 'وعلي', 'وينهم', 'زدرصيدك']",0
"['مش', 'عاجبني', 'رغم', 'كلشي', 'نحب', 'الشتا', 'غرامي', 'مكن', 'لاني', 'كولوده', 'هاذ', 'الفصل', 'محلاها', 'شتويه', 'محلاها', 'هاذي', 'خاطر', 'ياسمينه']",0
"['رانا', 'نتستناو', 'يتفاهمو', 'يعلمونا', 'خلاص']",0
"['ميسي', 'بدو', 'يبصم', 'النار', 'ترا', 'تنحرق', 'صوغن', 'ريالمدريدبرشلونه']",0
"['زد', 'رصيدك', 'شرف', 'السويلم', 'يالف', 'مرحب', 'بالكوميدي']",0
"['النور', 'والسرور', 'وحنا', 'نوحشناك', 'بزاف', 'عمري']",0
"['دايما', 'هايله', 'متالقه', 'انت', 'اساسيات', 'نجاح', 'البرنامج', 'بزاف', 'شابه', 'حفظك', 'الزينه']",0
"['ادا', 'حلم', 'ندب', 'بلقرداش', 'باين', 'زعمه', 'وداع', 'بينهم', 'يتزوج', 'اسو', 'وراخ', 'تكون', 'بدايه', 'باش', 'اولو', 'اني', 'حاسه', 'هاكا']",0
"['اله', 'يبارك', 'فيك', 'شكرا']",0
"['عظيم', 'كنت', 'نحوس', 'علي', 'طاكسي', 'افضل']",0
"['ياجدك', 'ماجيت', 'باش', 'نفهمها', 'قتلتيني', 'مهبوله']",0
"['معاه', 'حق', 'الولد', 'يشوفنه', 'اصغر', 'لهيك', 'يندق', 'الباب', 'يقولولو', 'افتح']",0
"['غوب', 'مكن', 'نواغ', 'او', 'ذهبي']",0
"['الجيرينو', 'عالمي', 'وكل', 'اغانيه', 'دايره', 'ضجه', 'دول', 'اجانب', 'كامل', 'يحبو', 'اغانيه', 'تلقايها', 'اماكن', 'حتي', 'حفلات', 'بالجزاير', 'ناجحه', 'جدا', 'معشوق']",0
"['الزيت', 'الخل', 'برك', 'مليح']",0
"['معليش', 'خضراكس', 'وتعجبنا', 'وانتي', 'الصفره', 'واش', 'ناك', 'مخك', 'تفو', 'المعفونه']",0
"['علي', 'وقع', 'اغنيه', 'مامي', 'جيبولي', 'مالي', 'جيبولي', 'مالي', 'القايد', 'يرد', 'ادوه', 'عليا', 'ادوه', 'عليا', 'ادوه', 'عيا', 'يفيق', 'بيا']",0
"['ترسمت', 'اه']",0
"['تقدر', 'توزنلي', 'هاذ', 'الحزمه']",0
"['انا', 'نضن', 'اتنين', 'معا', 'عقبال', 'ماتنجح', 'وناطرين', 'اغنيه', 'راي', 'جزايري', 'ماتكسر', 'عالم']",0
"['يبان', 'يحتاج', 'تحسن']",0
"['ايه', 'نقدروا', 'نخدموك', 'ابتداءا', 'الساعه', 'السابعه']",0
"['علي', 'الاقل', 'نشوف', 'سنابات', 'لغازي', 'المطيري', 'جديده', 'ناس', 'واماكن', 'جديده', 'ونشوفو', 'جوه', 'لحاله', 'سناباتغازيالمطيري']",0
"['يخربيت', 'السكسيه', 'علي', 'سكسيكوه']",0
"['واخيرا', 'لقيت', 'وقت', 'اشوف', 'كلامكم', 'السلام', 'عليكم', 'كملت', 'دراسه', 'ساعه', 'ورجع', 'لبيت', 'وحليت', 'الواجبات', 'والان', 'انا', 'معكم', 'السناباتغازيالمطيري']",0
"['غازي', 'بدا', 'يثبت', 'حاله', 'لازم', 'نجيب', 'الدرع', 'ويكون', 'نشا', 'اله', 'وصل', 'النهايي', 'زدرصيدك']",0
"['ايه', 'سامحني', 'ماكانش', 'عندي', 'خيار', 'اذا', 'الامن', 'مليح', 'هاذ', 'الحومه']",0
"['الطاقه', 'راهي', 'حاصله']",0
"['نوضو', 'لازملكم', 'الدبوز', 'يلا', 'وينكم', 'افطنو']",0
"['صح', 'معاك', 'حق', 'ناس', 'تفهم']",0
"['رق', 'باباه', 'رقده', 'حلم', 'بمرته', 'الوله', 'قالت', 'توله', 'بولدك']",0
"['اسقاس', 'ذاماز', 'قاع', 'فلاون', 'مكلان', 'ايشلحين', 'اكيذ', 'ايمازغن']",0
"['يبقي', 'اعتراضك', 'دنيز', 'مش', 'هزان', 'يعني', 'مافيش', 'داعي', 'لتشايم', 'ومافيش', 'داعي', 'تخلطي']",0
"['ان', 'شاء', 'اله', 'الثالثه', 'ثابته']",0
"['مش', 'قلتلك', 'انا', 'تحب', 'الاكشن']",0
"['هدفكم', 'فقط', 'الشهره', 'زياده', 'المتابعين', 'علي', 'حساب', 'سمعه', 'الناس', 'الصيد', 'المياه', 'العكره', 'نصيحه', 'بلاش', 'خلو', 'شرف', 'البنت', 'حالها', 'تلعبو', 'الجزايرين']",0
"['نقدر', 'نتحصل', 'علي', 'جريده', 'يابانيه']",0
"['شيزبرغر', 'عصير', 'برتقال', 'فضلك']",0
"['هاذي', 'خدمتهم', 'عادي', 'يعني', 'ماشي', 'مزيه']",0
"['والرغبه', 'فارضاء', 'الشارع', 'لصالحنا', 'لتحقيق', 'اكبر', 'حد', 'مكن', 'وطبعا', 'لازم', 'احنا', 'تان', 'نفطنوا', 'شويه', 'ونصلحوا', 'رواحنا', 'ونبنوا', 'علي', 'السولوكات', 'الايجابيه', 'الي', 'جابتهم', 'المظاهرات', 'وشفناهم', 'طبعا', 'الطرح', 'اذا', 'تم', 'الاستجابه', 'لمطلب', 'الشعب', 'الاول', 'لالعهدهالخامسه']",0
"['قريب', 'غرفه', 'الامانات']",0
"['بتعمل', 'المستحيل', 'عشان', 'علاقه', 'الاخوه', 'تاثرش', 'بتهمها', 'علاقتهم', 'جدا', 'يعني', 'ازاي', 'ناس', 'بتفكر', 'انو', 'مكن', 'هزان', 'توجه', 'مشاعرها', 'لاخو', 'حبيبها', 'حلقه', 'ولسه', 'مافهمو', 'البنت']",0
"['فرق', 'كبير', 'زبير', 'الانوش', 'الحلاب']",0
"['اله', 'مالقيت', 'واش', 'نقولك', 'انا', 'واد', 'نتا', 'تجاوبني', 'واد', 'اخر']",0
"['شكرا', 'ربي', 'يخليك', 'يومك', 'سعيد']",0
"['واله', 'انت', 'حر', 'برايك', 'وانا', 'اشوف', 'مقال', 'علي', 'ساره', 'ماتروحش', 'اتهجم', 'واقول', 'وين', 'سندريلا', 'فلانه', 'السندريلا', 'احترم', 'جمهور', 'اي', 'فنان', 'عيب', 'نتهجم', 'فنان', 'اخر', 'هديك', 'سندريلا', 'تاعكم', 'وهده', 'سندريلا', 'تاعنا', 'يعني', 'بكلامك', 'هدا', 'تحبني', 'نغير', 'راي', 'طبعا', 'اتعلموا', 'البرتاج', 'تكونوا', 'زي', 'جماعه', 'العهده', 'الخامسه', 'بهدلتونا']",0
"['واله', 'زيدلهم', 'شويه', 'بهدلونا', 'يبهدل', 'بيهم']",0
"['مرحبا', 'بيك', 'وليد', 'لعطله', 'فقط', 'تخلي', 'حتي', 'يطردك', 'ارضك']",0
"['عيطت', 'لنرجس']",0
"['واش', 'احدث', 'لعبه', 'فيديو', 'لمراهقه', 'خمسه', 'سنه']",0
"['عيدك', 'مبارك', 'وسعيد', 'بنت', 'بلادي', 'سنه', 'وانت', 'بالف', 'خير', 'ينعاد', 'بالصحه', 'والهناء']",0
"['اضحكي', 'انت', 'حره', 'ان', 'ديما', 'وانت', 'مضحكه', 'ميسالك']",0
"['اسالو', 'السورين', 'الي', 'عندنا', 'علي', 'العين', 'والراس', 'وهذا', 'واجب']",0
"['الثوره', 'والنصر', 'والحريه']",0
"['صح', 'الكل', 'اتفق', 'بينه', 'وبين', 'بدهم', 'يصيرو', 'ايد', 'وحده', 'والحمد', 'حتي', 'ادمنز', 'شوي', 'هدوء', 'وتفاهم', 'والكل', 'يسمع', 'الكل', 'واله', 'فكروني', 'بايام', 'زمان', 'تحيه', 'لكل', 'الاحباب', 'الي', 'شاركونا', 'هالفرحه', 'برؤيه', 'وسماع', 'اجل', 'الناس', 'وارقهن']",0
"['اله', 'يحفظهالك', 'خويا', 'ويطول', 'عمرها']",0
"['حتي', 'لوقتاش', 'نقدر', 'نروح', 'لمطعم', 'الفندق']",0
"['رياض', 'بن', 'عمر', 'نجح', 'خداع', 'كنزه', 'مرسلي', 'وسهيله', 'مايقدرشي', 'لان', 'عندها', 'جمهور', 'يخسره', 'مايملك', 'تستهزي', 'لان', 'سهيله', 'خط', 'احمر', 'عندهم']",0
"['واش', 'الوقت', 'المقدر', 'اللي', 'نوصلو']",0
"['حسنا', 'دير', 'تسعه', 'صفر', 'امبعد', 'رمز', 'البلد', 'رقم', 'الهاتف']",0
['العفو'],0
"['بو', 'ذيب', 'تصدقون', 'عرفته', 'قصدكم', 'قادر', 'واله', 'والنعم', 'بوذيبوناصر']",0
"['صح', 'انتقدته', 'لانو', 'الموسم', 'فات', 'عطاهش', 'فرصه', 'خايفه', 'هاد', 'الموسم', 'الشي']",0
"['مدخلش', 'المجتمع', 'اخي', 'مكانش', 'ام', 'صحيحه', 'راسها', 'ترمي', 'فلذه', 'مبدها', 'البالكون', 'باين', 'عندها', 'اضطرابات', 'نفسيه', 'يعني', 'مكلها', 'تكبرها', 'وتزيد', 'عليها']",0
"['انتي', 'شابه', 'بزاف']",0
"['رقصه', 'اومتيتي', 'مالهاش', 'حل']",0
"['مبامبي', 'تشوفه', 'تحسه', 'لاعب', 'متكامل', 'بكل', 'معني', 'الكلمه', 'يجمع', 'قوه', 'زلاتان', 'سرعه', 'كريستيانو', 'مراوغات', 'نيمار', 'اختراقات', 'ميسي']",0
"['هجمت', 'عليكم', 'صدفه', 'قلبي', 'حسني', 'ان', 'كاين', 'جياحه']",0
"['انا', 'قلتك', 'كون', 'تسمعك', 'واش', 'دير', 'فيك']",0
"['كون', 'جاو', 'الناس', 'كامل', 'كيفك', 'كون', 'سهيله', 'واله', 'افوتها', 'اسفاه']",0
"['تقصد', 'بالعصابه', 'وضح']",0
"['تشاركوني', 'بالافكار']",0
"['خطر', 'علي', 'بالي', 'اجرب', 'التصغير']",0
"['الهاشتاق', 'دارتو', 'الجزيره', 'البهال', 'تاوعنا', 'نشطوه', 'فارغين', 'شغل']",0
"['هالمشكل', 'انو', 'المستنقع', 'فانزو', 'المريض', 'عامل', 'حالو', 'بكرهو', 'لاحقو', 'وين', 'مايروح', 'ياعم', 'التهو', 'بلمونتكم', 'ياربي', 'مرض']",0
"['الاثنين', 'عزيزين', 'قلبي', 'الصراحه', 'الي', 'يربح', 'فيهم', 'الف', 'مبروك', 'شري', 'قلبي', 'مال', 'لفلسطين', 'ادا', 'ربحت', 'سوريا', 'اله', 'يهنيهم', 'كمان']",0
"['عم', 'قارنه', 'اشخاص', 'برا', 'عم', 'احكي', 'اشخاص', 'زد', 'رصيدك', 'سبعه', 'قلت', 'الاصغر', 'يعتبر', 'صغير', 'ترا', 'حتي', 'غصب', 'يعرف', 'يحكي', 'ويتكلم']",0
"['اسمي', 'كنجي']",0
"['غازي', 'المطيري', 'قطع', 'شعره', 'زدرصيدك']",0
"['مش', 'مخترع', 'كيميايي', 'نوي', 'حتي', 'يتم', 'فبركه', 'المؤمرات', 'مجرد', 'مغني', 'ناجح', 'اخلاقه', 'لاسف', 'زفت', 'ومبين', 'مريض', 'نفسي', 'تزيدو', 'محتاج', 'يرجعه', 'طريق', 'الصحيح', 'وعلي', 'فكره', 'كلنا', 'بتعجبنا', 'اغانيه', 'سمعته', 'وتصرفاته', 'غريبه', 'لابد', 'علاج']",0
"['شاء', 'اله', 'مبدعه', 'كالعاده']",0
"['وقتاش', 'يجوز', 'ترمينال', 'مان']",0
"['عرفت', 'ايه', 'يابيه', 'قول', 'بقي']",0
"['اكبر', 'الحمد', 'ماعندهاش', 'تويتر']",0
"['اله', 'يعطيني', 'نص', 'املهم', 'بالملخص', 'كاتبين', 'خيانه', 'وهما', 'مش', 'عارفه', 'مستنين', 'ايه', 'ومتاملين', 'ايه']",0
"['قال', 'شخص', 'مو', 'الاربع']",0
"['شي', 'جديد', 'لازم', 'فاصل', 'زدرصيدك']",0
"['لازم', 'تبدل', 'الدراهم', 'دياولك', 'بنك']",0
"['لابسه', 'فيزو', 'تسمي', 'عريانه', 'مش', 'متحجبه', 'انت', 'راسك', 'التبن', 'وصف', 'عريانه', 'ماهوش', 'شتيمه', 'انا', 'تانا', 'الاعراس', 'نلبس', 'ميني', 'نسمي', 'عريانه', 'مالا', 'نقول', 'علي', 'روحي', 'رحت', 'لعرس', 'مش', 'متحجبه', 'رحت', 'لعرس', 'علي', 'هييه', 'حريه', 'شخصيه', 'تويت', 'مقصود', 'منو', 'حاجه', 'انتم', 'قلبتوه', 'حاجه', 'اخري', 'ايا', 'صحا']",0
"['اله', 'يهنيك', 'رب']",0
"['شيماء', 'هدا', 'حساب', 'جديد', 'صح']",0
"['نقدر', 'نرجعو', 'مدينه', 'اخري']",0
"['يعني', 'سنه', 'بالضبط', 'يصير', 'مناسبا', 'جدا']",0
"['انت', 'شكون', 'الي', 'ميحبكش']",0
"['الشي', 'ليا', 'فضلك']",0
"['شفتها', 'مكن', 'توقيت', 'الاعاده']",0
"['زوج', 'كبار', 'زوج', 'اطفال', 'فضلك']",0
"['رب', 'يديم', 'المحبه', 'والاخوه', 'والصداقه', 'بينا', 'ويعطيك', 'تمناي', 'يارب']",0
"['راك', 'تشوف', 'هاذ', 'البنايه', 'البيضاء', 'ياك', 'مقابل', 'هاذ', 'البنايه']",0
"['القطار', 'ديالك', 'يروح', 'الرصيف', 'رقم', 'ثمانيه']",0
"['كيفاش', 'تحب', 'البيض', 'ديالك']",0
"['لاسف', 'ناس', 'همها', 'ساعه', 'العهر', 'هيعيشها', 'الخونه', 'ومبسوطين', 'اوي', 'وبيحاولو', 'يبرو', 'الزباله', 'دي', 'بكلام', 'مالوش', 'معني']",0
"['عجبني', 'صح', 'يوسف', 'يدافع', 'الحق', 'راجل', 'تحيه', 'ليه']",0
"['طاحتلي', 'الفرشيطه', 'ديالي', 'تقدر', 'تجيبلي', 'واحداوخرا', 'فضلك']",0
"['راني', 'حاب', 'نبعثو', 'بالنقل', 'البري', 'او', 'البحري']",0
"['اكبر', 'رخيس', 'كرفه']",0
"['النسيم', 'الساكن', 'الي', 'مر', 'غصن', 'تحرك', 'ذكراك', 'مرتني', 'بصمت', 'جا', 'علي', 'بالي', 'كلام', 'مشتاق', 'هدي', 'بالي', 'حالي', 'يسرك', 'طمن', 'انت', 'اشتقتلي', 'نسيتيني', 'تسهر', 'تنام']",0
"['اقول', 'روحي', 'لفانز', 'التركي', 'وانتي', 'تفهمي', 'كلشي']",0
"['وانا', 'واش', 'نقول', 'راجعلي', 'ماعرفت', 'نقول', 'احلي', 'والا', 'اسوء', 'ذكرياتي']",0
"['يارب', 'ماتكون', 'سعودي', 'دكتور', 'خايف']",0
"['بارك', 'ليها', 'عيد', 'ميلادها', 'مالكم', 'همج', 'كلمه', 'همج', 'صايره', 'قليله', 'عليكم', 'الكلمه', 'معني', 'واش', 'بيكم', 'ياربي', 'مالكم', 'البلاد', 'صالحين', 'النت', 'واش', 'صاير', 'معاكم', 'اش', 'دخلكم', 'بخصوصيات', 'الناس', 'ادا', 'يحكو', 'مثلا', 'الخاص', 'لازم', 'يستشروكم', 'مثلا', 'بهدلتونا']",0
"['بالذات', 'تفكرت', 'هذاك', 'الاعلان', 'كانو', 'يحطوه', 'مزيكا', 'اكيد', 'مامي', 'نحله', 'عشان', 'تجيب', 'العسل', 'ده', 'كلو']",0
"['وين', 'راهم', 'الكتب', 'بالغه', 'الاجنبيه']",0
"['عادي', 'يشكر', 'علي', 'التنبيه', 'واكيد', 'اقصد', 'التعميم']",0
"['وعلاش', 'تحسد', 'مسكين']",0
"['بقيت', 'يوم', 'وانا', 'عم', 'اتفرج', 'علي', 'صورك', 'مابشبع', 'منهم', 'بتعرف', 'ليش', 'لانك', 'ملاك', 'بتدخل']",0
"['راني', 'نشوف', 'نحاول', 'نكري', 'سيتروايان']",0
"['خلي', 'الشعر', 'هابط', 'شويه', 'فضلك']",0
"['الاسبوع', 'فات', 'قلت', 'اذا', 'احتاج', 'اكيد', 'المطران', 'تجيب', 'الدرع', 'وهلا', 'محتاجه']",0
"['راهي', 'حابه', 'تشري', 'فستان']",0
"['هاذا', 'التخصص', 'ديالنا', 'صول', 'دوفر', 'مشوي']",0
"['كاين', 'محل', 'ازهار', 'الجهه', 'الاخري', 'الشارع']",0
"['اشواق', 'رح', 'تعمل', 'بث', 'مباشر', 'الانستا', 'بظن', 'رح', 'يكون', 'بث', 'مباشر', 'علي', 'قناه', 'العربيه']",0
"['انا', 'واله', 'منفهمش', 'عربيه', 'واله', 'مرانيش', 'نزعق', 'تجيني', 'صعيبه', 'فهم', 'تاعها', 'وخاطيني', 'تعبير', 'بالغه', 'العربيه', 'اله', 'غالب', 'هاذي', 'انا', 'وشكرا']",0
"['سكوتش', 'ماء', 'فضلك']",0
"['فكرني', 'الي', 'يدير', 'فلو', 'بالغلط', 'يدير', 'جام', 'بالغلط', 'باله', 'شحال', 'عمره', 'وماشاء', 'اله', 'مثقف', 'اله', 'يبارك']",0
"['مش', 'بيفهمو', 'لاسف']",0
"['تاريخ', 'ميلادي', 'اول', 'افريل', 'الف', 'تسعميه', 'خمسه']",0
