tweets,tweets_clean,preprocessed_text,type,type_encoded,class,class_encoded
 غالبا عندك الحق,غالبا عندك الحق,عند الحق,positive,1,dialectal,1
ليت اللقاء ما ينتهي يوم اشوفك,ليت اللقاء ما ينتهي يوم اشوفك,لقاء نته يوم اشوف,positive,1,standard,0
أرح قلبك وروحك ومسمعك مع تلاوة عطرة د عبد الله المطرود,أرح قلبك وروحك ومسمعك مع تلاوة عطرة د عبد الله المطرود,أرح قلب روح مسمع لاو عطر عبد الل مطرود,positive,1,standard,0
تلك النضرة تقول لا تروحي وتتركيني,تلك النضرة تقول لا تروحي وتتركيني,نضر قول روح تتركين,positive,1,standard,0
انتم الاخيار الله يديم سعادتكم يا رب,انتم الاخيار الله يديم سعادتكم يا رب,انتم اخيار الل ديم عادت رب,positive,1,standard,0
عطايا الله جميله و انت اجملها,عطايا الله جميله و انت اجملها,عطايا الل جميل اجمل,positive,1,standard,0
أجمل هدية تقدمها لمن تحب هي أن تخاف عليه وتخاف الله فيه ,أجمل هدية تقدمها لمن تحب هي أن تخاف عليه وتخاف الله فيه,أجمل هدي قدم لمن تحب خاف تخاف الل,positive,1,standard,0
اللهم اجعلنا ممن يتركون آثارا طيبة في حياة وقلوب الآخرين لا تمحى أبدا,اللهم اجعلنا ممن يتركون آثارا طيبة في حياة وقلوب الآخرين لا تمحى أبدا,لهم اجعل ترك آثارا طيب حيا قلوب آخر محى,positive,1,standard,0
شكون سعيد الحظ و ماعرضتيني گاع ,شكون سعيد الحظ و ماعرضتيني گاع,شكون عيد الحظ ماعرضتين گاع,positive,1,dialectal,1
صادفت هذه الصورة و احببت ان اشاركها لكني لست متيقنا من مدى صحة ما بها ان كان صحيحا فلعلها بشرى خير على الأمة اما غير ذلك او من له معلومات عن الكتاب فليفدنا جزاه الله خيرا,صادفت هذه الصورة و احببت ان اشاركها لكني لست متيقنا من مدى صحة ما بها ان كان صحيحا فلعلها بشرى خير على الأمة اما غير ذلك او من له معلومات عن الكتاب فليفدنا جزاه الله خيرا,صادفت صور احببت ان اشارك كني متيق مدى صحة ان صحيحا لعل شرى خير أمة اما او معلوم كتاب ليفد جزا الل خيرا,positive,1,standard,0
واذا بانت تباسيمك احس اني انا المسرور,واذا بانت تباسيمك احس اني انا المسرور,اذا انت باسيم احس اني مسرور,positive,1,standard,0
آميين و جميع امهات المسلمين و ارحم الموتى منهم,آميين و جميع امهات المسلمين و ارحم الموتى منهم,آمي امه مسلم ارحم موتى منهم,positive,1,standard,0
امين عقبلة لعندك غاليتي,امين عقبلة لعندك غاليتي,امين عقبل عند غاليت,positive,1,dialectal,1
مرحبا ,مرحبا,مرحبا,positive,1,dialectal,1
 وروعه جمالها ,وروعه جمالها,روع جمال,positive,1,standard,0
ما احلاها مافى شئ له نفس تأثيرها على روحى ,ما احلاها مافى شئ له نفس تأثيرها على روحى,احلا مافى شئ أثير روحى,positive,1,dialectal,1
لو يحبك عن وصلك ماغفى,لو يحبك عن وصلك ماغفى,حبك صلك ماغفى,positive,1,standard,0
 من شيمك الجميلة,من شيمك الجميلة,شيم جميل,positive,1,standard,0
مرورك اروع اخي الكريم شكرا,مرورك اروع اخي الكريم شكرا,مرور اروع اخي كريم شكرا,positive,1,standard,0
الله يهديهم,الله يهديهم,الل هدي,positive,1,standard,0
تغريدة من ذهب ,تغريدة من ذهب,غريد,positive,1,standard,0
انا لست ب خائف ما دمت حٓبيبي لي وعيونك عالمي وهواك نسائمي ويداك سمائي,انا لست ب خائف ما دمت حٓبيبي لي وعيونك عالمي وهواك نسائمي ويداك سمائي,خائف دمت حٓبيب عيون عالم هوا سائم يدا مائ,positive,1,standard,0
 بناتي كيحماقو عليهم علاش الله أعلم,بناتي كيحماقو عليهم علاش الله أعلم,نات كيحماقو علي علاش الل,positive,1,dialectal,1
حبابي أنا رجعت للإنتاج من بعد عامين كيف كتعرفو الموسيقى بوحدها فالمغرب منقدروش نعيشو بيها فلهذا إلا حتاجيتو أي حاجة فالسمعي البصري مرحبا بيكم تاصلو بيا أنا رهن إشارتكم ,حبابي أنا رجعت للإنتاج من بعد عامين كيف كتعرفو الموسيقى بوحدها فالمغرب منقدروش نعيشو بيها فلهذا إلا حتاجيتو أي حاجة فالسمعي البصري مرحبا بيكم تاصلو بيا أنا رهن إشارتكم,حباب رجعت إنتاج عام كتعرفو موسيقى وحد المغرب منقدروش عيشو يها لهذا حتاجيتو حاج السمع بصر مرحبا يكم اصلو بيا رهن إشارت,positive,1,dialectal,1
مبارك عليكم الشهر الفضيل تقبل الله منا ومنكم صالح الأعمال,مبارك عليكم الشهر الفضيل تقبل الله منا ومنكم صالح الأعمال,مبار علي شهر فضيل قبل الل منا منكم صالح أعمال,positive,1,standard,0
ان شاء الله الله يوفقك,ان شاء الله الله يوفقك,ان شاء الل الل وفق,positive,1,dialectal,1
التحكيم الاسباني أحسن من تحكيم الدوري المغربي بدرجة وحدة,التحكيم الاسباني أحسن من تحكيم الدوري المغربي بدرجة وحدة,تحكيم اسبان أحسن حكيم دور مغرب درج حدة,positive,1,dialectal,1
 سعداتك,سعداتك,عدات,positive,1,dialectal,1
تلقاي الخير غاليتي,تلقاي الخير غاليتي,لقا خير غاليت,positive,1,dialectal,1
سلام على القانعين الراضيين بما كتب الله لهم,سلام على القانعين الراضيين بما كتب الله لهم,لام قانع راضي كتب الل,positive,1,standard,0
 توحشتك انا ,توحشتك انا,وحشت,positive,1,dialectal,1
اينما كانت الاستفادة كنا و اينما حلت حللنا,اينما كانت الاستفادة كنا و اينما حلت حللنا,اينما كانت استفاد كنا اينما حلت حلل,positive,1,standard,0
اللهم اغننا بحلالك عن حرامك وبفضلك عمن سواك,اللهم اغننا بحلالك عن حرامك وبفضلك عمن سواك,لهم اغن حلال حرام بفضل عمن واك,positive,1,standard,0
ربي يعاونك,ربي يعاونك,ربي عاون,positive,1,dialectal,1
تدوم افراحك يا رب,تدوم افراحك يا رب,دوم افراح رب,positive,1,standard,0
امين بارك الله فيك,امين بارك الله فيك,امين ارك الل فيك,positive,1,standard,0
أي شيء تخسره من أجل راحة بالك إعتبره مكسب,أي شيء تخسره من أجل راحة بالك إعتبره مكسب,شيء خسر راح الك إعتبر مكسب,positive,1,standard,0
شكرا لمرورك,شكرا لمرورك,شكرا مرور,positive,1,standard,0
 ليس هناك أجمل من أن يخبرك أحدهم بأنك أحد أسباب سعادته ,ليس هناك أجمل من أن يخبرك أحدهم بأنك أحد أسباب سعادته,أجمل خبر أحد أنك أسباب عادت,positive,1,standard,0
من عاتب الغالين لا شك مشتاق,من عاتب الغالين لا شك مشتاق,عاتب غال شك مشتاق,positive,1,standard,0
الله يشافيك اختي مايكون باس,الله يشافيك اختي مايكون باس,الل شافي اخت مايك باس,positive,1,dialectal,1
اختي الله يسعدك,اختي الله يسعدك,اخت الل سعد,positive,1,standard,0
بقربك ، اشعر ان لي بالحياة حياه,بقربك ، اشعر ان لي بالحياة حياه,قرب ، اشعر ان حيا حيا,positive,1,standard,0
 لا لا باينا الذكاء عمل جيد واصلي ,لا لا باينا الذكاء عمل جيد واصلي,اينا ذكاء عمل جيد اصل,positive,1,dialectal,1
رجوع الله ا ختي استغفري مولانا كلنا كانشوفو فراسنا غير العيوب و كانشوفو ف الاخرين غير الزوين خاصك غير تعرفي بلي كل واحد زوين بطريقتو لي مختلفة على الاخرين و كاتميزو,رجوع الله ا ختي استغفري مولانا كلنا كانشوفو فراسنا غير العيوب و كانشوفو ف الاخرين غير الزوين خاصك غير تعرفي بلي كل واحد زوين بطريقتو لي مختلفة على الاخرين و كاتميزو,رجوع الل ختي استغفر مولا كلنا كانشوفو راس عيوب كانشوفو اخر زوين خاص عرف بلي زوين طريقتو مختلف اخر كاتميزو,positive,1,dialectal,1
ها المعقول ,ها المعقول,معقول,positive,1,dialectal,1
 شكرا أختي,شكرا أختي,شكرا أخت,positive,1,standard,0
تماما و نعم بالله,تماما و نعم بالله,ماما الل,positive,1,standard,0
عيدكم مبارك سعيد وكل عام وانتم بألف خير,عيدكم مبارك سعيد وكل عام وانتم بألف خير,عيد مبار عيد وكل عام انتم ألف خير,positive,1,standard,0
وتحية ليك على هاد التغريدة,وتحية ليك على هاد التغريدة,تحي ليك تغريد,positive,1,dialectal,1
حبيبي إن ضقت صدري موطن أحزانك ,حبيبي إن ضقت صدري موطن أحزانك,حبيب ضقت صدر موطن أحزان,positive,1,standard,0
عيد مبارك سعيد وكل عام وأنتم بخير تقبل الله منكم ورزقا سعادة وفرحا وحبورا ,عيد مبارك سعيد وكل عام وأنتم بخير تقبل الله منكم ورزقا سعادة وفرحا وحبورا,عيد مبار عيد وكل عام أنتم خير قبل الل منكم رزقا عاد فرحا حبورا,positive,1,standard,0
من يصنع السعادة بداخلك هو من يستحقك,من يصنع السعادة بداخلك هو من يستحقك,صنع سعاد داخل ستحق,positive,1,standard,0
بارك الله فيك وكثر من امثالك الأفاضل و جعلنا من المتقين و اصلح حال الامة يا رب,بارك الله فيك وكثر من امثالك الأفاضل و جعلنا من المتقين و اصلح حال الامة يا رب,ارك الل فيك كثر امثال أفاضل جعل متق اصلح حال امة رب,positive,1,standard,0
 ابداع,ابداع,ابداع,positive,1,dialectal,1
داكشي زين تبارك الله و لكن الواحد ينقص من الحلويات و المقليات لصحة جيدة,داكشي زين تبارك الله و لكن الواحد ينقص من الحلويات و المقليات لصحة جيدة,داكش زين بار الل واحد نقص حلوي مقلي صحة جيد,positive,1,dialectal,1
الحمد لله سول فيك الخير شكرا,الحمد لله سول فيك الخير شكرا,حمد لله سول فيك خير شكرا,positive,1,dialectal,1
اسعد آلله صباحكم جميعا,اسعد آلله صباحكم جميعا,اسعد آلل صباح جميعا,positive,1,standard,0
الله يسخر فيه و يحفضو,الله يسخر فيه و يحفضو,الل سخر حفضو,positive,1,dialectal,1
 الله يخفف ما نزل و يلطف,الله يخفف ما نزل و يلطف,الل خفف نزل لطف,positive,1,dialectal,1
الإختلاف محمود إذا كنا نبحث عن الحق المهم أن تكون نيتنا حسنة وألا نكون دورغمائين أو نقد من أجل نقد,الإختلاف محمود إذا كنا نبحث عن الحق المهم أن تكون نيتنا حسنة وألا نكون دورغمائين أو نقد من أجل نقد,إختلاف محمود كنا بحث الحق مهم كون يتنا حسن ألا كون دورغمائ نقد نقد,positive,1,standard,0
آلله يرحمها ويسكنها فسيح جناته,آلله يرحمها ويسكنها فسيح جناته,آلل رحم يسكن سيح جنات,positive,1,standard,0
تم وإن شاء الله تحققها,تم وإن شاء الله تحققها,تم شاء الل حقق,positive,1,standard,0
معه أسهر ، وأدعي الصبح يتأخر,معه أسهر ، وأدعي الصبح يتأخر,معه أسهر ، أدع صبح تأخر,positive,1,standard,0
ماخاب من سماك يوما عارفا ,ماخاب من سماك يوما عارفا,ماخاب ماك وما عارفا,positive,1,standard,0
وأصبحت مغرم عيون وأمسيت وقلبي طريح ,وأصبحت مغرم عيون وأمسيت وقلبي طريح,أصبحت مغرم عيون أمسيت قلب طريح,positive,1,standard,0
صافي ها انا نتفاءل ,صافي ها انا نتفاءل,صاف تفاءل,positive,1,dialectal,1
سهيت ب صورتك لحظة ، تمنيت العمر وياك,سهيت ب صورتك لحظة ، تمنيت العمر وياك,هيت صورت حظة ، منيت عمر ياك,positive,1,standard,0
الله يبارك لها في صدقتها,الله يبارك لها في صدقتها,الل بار صدقت,positive,1,dialectal,1
عندما تلتقي معاني الفخامه وسمو الأخلاق والعطاء نجدها في مغرد حروفه من ذهب مسائكم العطاء والخير,عندما تلتقي معاني الفخامه وسمو الأخلاق والعطاء نجدها في مغرد حروفه من ذهب مسائكم العطاء والخير,عندما لتق معان فخام سمو أخلاق العطاء جدها مغرد حروف مسائ عطاء الخير,positive,1,standard,0
بادرة طيبة شكرا جزيلا على ثقافة الاعتراف الله يعطيك الخير يارب العالمين,بادرة طيبة شكرا جزيلا على ثقافة الاعتراف الله يعطيك الخير يارب العالمين,ادر طيب شكرا جزيلا ثقاف اعتراف الل عطي خير ارب عالم,positive,1,standard,0
تجربة شخصية كل هذا الكلام صح لكن إن لم تكن ذو عزيمة فلن تبلغ لأي شيء,تجربة شخصية كل هذا الكلام صح لكن إن لم تكن ذو عزيمة فلن تبلغ لأي شيء,جرب شخصي كلام صح تكن عزيم فلن بلغ لأي شيء,positive,1,standard,0
الحمد لله على نعمة العقل,الحمد لله على نعمة العقل,حمد لله عمة عقل,positive,1,standard,0
سبحان الخالق المصور,سبحان الخالق المصور,خالق مصور,positive,1,standard,0
ربي طول عمرها,ربي طول عمرها,ربي طول عمر,positive,1,standard,0
 لأني رأيت فيها آية تبتسم حفظك الرحمان,لأني رأيت فيها آية تبتسم حفظك الرحمان,أني رأيت آية بتسم حفظ رحمان,positive,1,standard,0
بسمة أمك فالحياة لاتزال جميلة,بسمة أمك فالحياة لاتزال جميلة,سمة أمك الحيا اتزال جميل,positive,1,standard,0
الحاجة اللي فيها افادة و غ يستافد منها الغير فلا بأس بذلك,الحاجة اللي فيها افادة و غ يستافد منها الغير فلا بأس بذلك,حاج الل افاد ستافد غير بأس ذلك,positive,1,dialectal,1
مبروك للوداد والوداديين ديما راجا ,مبروك للوداد والوداديين ديما راجا,مبرو وداد الودادي ديما راجا,positive,1,dialectal,1
رضا الناس غاية لا تدرك و رضا الله غاية لا تترك فأتركي ما لا يدرك وأدركي ما لا يترك,رضا الناس غاية لا تدرك و رضا الله غاية لا تترك فأتركي ما لا يدرك وأدركي ما لا يترك,رضا ناس غاي درك رضا الل غاي ترك أترك درك أدرك ترك,positive,1,standard,0
 ديرو فينا خير وفهمونا,ديرو فينا خير وفهمونا,ديرو ينا خير فهمو,positive,1,dialectal,1
هذا كان لقطة الموسم,هذا كان لقطة الموسم,قطة موسم,positive,1,standard,0
 هناك أحبة في الحياة سعادة والقرب منهم فائدة والاستعانة بهم مغنم والتضحية لأجلهم بطولة وقضاء حاجتهم لذة اللهم فكثرهم و بارك فيهم أسعد الله مساءكم بكل خير ,هناك أحبة في الحياة سعادة والقرب منهم فائدة والاستعانة بهم مغنم والتضحية لأجلهم بطولة وقضاء حاجتهم لذة اللهم فكثرهم و بارك فيهم أسعد الله مساءكم بكل خير,أحب حيا عاد القرب منهم ائد الاستعان مغنم التضحي أجل طول قضاء حاجت لذة لهم كثر ارك يهم أسعد الل مساء بكل خير,positive,1,standard,0
شكرا على توضيح,شكرا على توضيح,شكرا وضيح,positive,1,standard,0
مع نسمات الصباح الجميل أسأل الله أن يرزقكم فرحة لايأتي بعدها حزن ولا هم وسعادة لا يأتي بعدها شقاء ورزق لا يأتي بعده حاجة أسعد الله يومكم ,مع نسمات الصباح الجميل أسأل الله أن يرزقكم فرحة لايأتي بعدها حزن ولا هم وسعادة لا يأتي بعدها شقاء ورزق لا يأتي بعده حاجة أسعد الله يومكم,سمات صباح جميل أسأل الل رزق رحة ايأت عدها حزن سعاد أتي عدها شقاء رزق أتي عده حاج أسعد الل ومكم,positive,1,standard,0
ضروري هادي هي الحياة امل,ضروري هادي هي الحياة امل,ضرور هاد حيا امل,positive,1,dialectal,1
العرب اخوة دا حلمنا طول عمرنا ,العرب اخوة دا حلمنا طول عمرنا,عرب اخو دا حلم طول عمر,positive,1,dialectal,1
احبك الذي احببتنا من اجله,احبك الذي احببتنا من اجله,احب احببت اجل,positive,1,standard,0
الصوت المنعش ,الصوت المنعش,صوت منعش,positive,1,standard,0
صباح الخير,صباح الخير,خير,positive,1,standard,0
ستكتمل إن شاء الله بفضلكم ونحن بدورنا نقوم بمجهودتنا,ستكتمل إن شاء الله بفضلكم ونحن بدورنا نقوم بمجهودتنا,تكتمل شاء الل فضل نحن دور قوم مجهودت,positive,1,standard,0
نمشي ننعس تصبحون على غذ أفضل,نمشي ننعس تصبحون على غذ أفضل,مشي نعس صبح غذ أفضل,positive,1,dialectal,1
صباح الورد عليكم في هذه اللحظة في هذا الصباح توصلت الثانوية بمجموعة من الكتب التي تم جمعها على مستوى الدار البيضاء والنواحي فشكرا للصديق وعبره شكرا لكل ما ساهم في هذه المكتبة,صباح الورد عليكم في هذه اللحظة في هذا الصباح توصلت الثانوية بمجموعة من الكتب التي تم جمعها على مستوى الدار البيضاء والنواحي فشكرا للصديق وعبره شكرا لكل ما ساهم في هذه المكتبة,ورد علي لحظ صباح وصلت ثانوي مجموع كتب تم جمع مستوى دار بيضاء النواح شكرا صديق عبر شكرا لكل اهم مكتب,positive,1,standard,0
 بصح كما كاين اللي يفرح كاين اللي يقلق فصبر جميل,بصح كما كاين اللي يفرح كاين اللي يقلق فصبر جميل,بصح الل فرح الل قلق صبر جميل,positive,1,standard,0
هذا من لطفك و نبلك غالتي و نتي أطيب و معدنك ذهب صافي يا بنت الاصول ,هذا من لطفك و نبلك غالتي و نتي أطيب و معدنك ذهب صافي يا بنت الاصول,طفك بلك غالت أطيب معدن صاف بنت اصول,positive,1,standard,0
رسالة صباحية لا تحزن دام الله هو المدبر لحياتك,رسالة صباحية لا تحزن دام الله هو المدبر لحياتك,رسال صباحي حزن دام الل مدبر حيات,positive,1,standard,0
بقي يوم واحد وتبدأ القصة الجميلة وتعلو المساجد بأصوات الدعاء وتسكن السعادة قلوبنا اللهم بلغنا رمضان وبارك لنا فيه اللهم أهله علينا بالأمن و الإيمان و السلامة و الإسلام مبارك عليكم شهر رمضان وكل عام و أنتم بألف خير,بقي يوم واحد وتبدأ القصة الجميلة وتعلو المساجد بأصوات الدعاء وتسكن السعادة قلوبنا اللهم بلغنا رمضان وبارك لنا فيه اللهم أهله علينا بالأمن و الإيمان و السلامة و الإسلام مبارك عليكم شهر رمضان وكل عام و أنتم بألف خير,بقي يوم تبدأ قصة جميل تعلو مساجد أصو دعاء تسكن سعاد قلوب لهم لغنا رمضان بار لهم أهل علي أمن إيمان سلام إسلام مبار علي شهر رمضان وكل عام ألف خير,positive,1,standard,0
حتي أسوأ المواقف قد تتحول إلى لحظه فرح إذا كنت مع الشخص المناسب,حتي أسوأ المواقف قد تتحول إلى لحظه فرح إذا كنت مع الشخص المناسب,حتي أسوأ مواقف تحول حظه فرح شخص مناسب,positive,1,standard,0
ربي، يرجعوا لكم بسلامة وتشوفوه كيف تمنيتوا,ربي، يرجعوا لكم بسلامة وتشوفوه كيف تمنيتوا,ربي، رجعوا سلام تشوفو منيتوا,positive,1,dialectal,1
العفو رائع هذا د نسيم الحداد,العفو رائع هذا د نسيم الحداد,عفو رائع سيم حداد,positive,1,dialectal,1
كلامك صحيح يعطيك الصحة وربي يقدرني على فعل الخير شكرا,كلامك صحيح يعطيك الصحة وربي يقدرني على فعل الخير شكرا,كلام صحيح عطي صحة ربي قدرن فعل خير شكرا,positive,1,standard,0
العفو ,العفو,عفو,positive,1,dialectal,1
تحياتي لكما في بعض الأحيان نحن نخطئ في حق أمهاتنا فقط عندما نخطئ في حق انفسنا,تحياتي لكما في بعض الأحيان نحن نخطئ في حق أمهاتنا فقط عندما نخطئ في حق انفسنا,حيات أحيان خطئ حق أمهات فقط عندما خطئ حق انفس,positive,1,standard,0
من عندي أنا غا توصل إن شاء الله,من عندي أنا غا توصل إن شاء الله,غا وصل شاء الل,positive,1,dialectal,1
يقلب ومايستسلمش و غادي يلقا ان شاء الله ,يقلب ومايستسلمش و غادي يلقا ان شاء الله,قلب مايستسلمش لقا ان شاء الل,positive,1,dialectal,1
ترحب بيك جنة غ ضربت طليلة حيت توحشتكم ,ترحب بيك جنة غ ضربت طليلة حيت توحشتكم,رحب بيك جنة ضربت طليل حيت وحشت,positive,1,dialectal,1
جزاك الله خيرا,جزاك الله خيرا,جزا الل خيرا,positive,1,standard,0
لي كتبغيه لراسك بغيه لغيرك ,لي كتبغيه لراسك بغيه لغيرك,كتبغي راس غيه غير,positive,1,dialectal,1
ماتخافيش حبوبة نحن النساء رحيمات ب بعضنا ,ماتخافيش حبوبة نحن النساء رحيمات ب بعضنا,ماتخافيش حبوب نساء رحيم عضنا,positive,1,dialectal,1
صدقت,صدقت,صدقت,positive,1,standard,0
ليتك معي ساهر ليل الهوا كله,ليتك معي ساهر ليل الهوا كله,يتك معي اهر ليل هوا كله,positive,1,standard,0
يارب ارحم كل ميت انقطع عمله وبات وحيدا تحت التراب,يارب ارحم كل ميت انقطع عمله وبات وحيدا تحت التراب,ارب ارحم ميت انقطع عمل بات حيدا تراب,positive,1,standard,0
السعادة ان تمنحك الحياه قلب مشابه لقلبك,السعادة ان تمنحك الحياه قلب مشابه لقلبك,سعاد ان منح حيا قلب مشاب قلب,positive,1,standard,0
ردد دائما ربي أختر لي ماتراه خيرا لي ,ردد دائما ربي أختر لي ماتراه خيرا لي,ردد دائما ربي أختر ماترا خيرا,positive,1,standard,0
يسعد مساكم ,يسعد مساكم,سعد مسا,positive,1,dialectal,1
الهي يسعدك و يهني قلبك اخي الفاضل,الهي يسعدك و يهني قلبك اخي الفاضل,اله سعد هني قلب اخي فاضل,positive,1,standard,0
بادرة طيبة و محمودة الله يرحم الفقيد و يسكنه فسيح جناته ,بادرة طيبة و محمودة الله يرحم الفقيد و يسكنه فسيح جناته,ادر طيب محمود الل رحم فقيد سكن سيح جنات,positive,1,standard,0
ولو أحب أثنين ، أحبك أنت و عيونك,ولو أحب أثنين ، أحبك أنت و عيونك,أحب أثن ، أحب عيون,positive,1,standard,0
يسلم عليك الخير والربح,يسلم عليك الخير والربح,سلم خير الربح,positive,1,dialectal,1
أهلا صديقي وا فين غبورك,أهلا صديقي وا فين غبورك,صديق فين غبور,positive,1,dialectal,1
سؤالي كان عفوي لا تؤاخذيني ,سؤالي كان عفوي لا تؤاخذيني,ؤال عفو ؤاخذين,positive,1,standard,0
يسعد ايامك يا رب,يسعد ايامك يا رب,سعد ايام رب,positive,1,standard,0
الله يشفيه يارب,الله يشفيه يارب,الل شفي ارب,positive,1,standard,0
خليهم يحكو عن هدفك يا كوتينيو,خليهم يحكو عن هدفك يا كوتينيو,خلي حكو هدف كوتينيو,positive,1,dialectal,1
مزيان ملي تكون المعنويات مرتفعة اليوم كيدوز زوين انا الحمد الله كل تمام,مزيان ملي تكون المعنويات مرتفعة اليوم كيدوز زوين انا الحمد الله كل تمام,مزيان ملي كون معنوي مرتفع يوم كيدوز زوين حمد الل مام,positive,1,dialectal,1
طبعا لا توصي حريص ,طبعا لا توصي حريص,طبعا وصي حريص,positive,1,dialectal,1
انظرو الى الأعمى فكرو في الأصم تأملو الأبكم راقبو المشلول لتعلمو أنكم مستودع نعم و كنز من العافية و قلو الحمد لله,انظرو الى الأعمى فكرو في الأصم تأملو الأبكم راقبو المشلول لتعلمو أنكم مستودع نعم و كنز من العافية و قلو الحمد لله,انظرو الى أعمى كرو أصم أملو أبكم راقبو مشلول تعلمو أنكم مستودع كنز عافي قلو حمد لله,positive,1,standard,0
 الله يشافيك حتى انت خويا,الله يشافيك حتى انت خويا,الل شافي خويا,positive,1,dialectal,1
انت الخير و البركة يا غالي انت الكل في الكل انت قمرها و نجمها و هلالها و هي شمسك للي تضيى لك الكون الهي يسعدكم ,انت الخير و البركة يا غالي انت الكل في الكل انت قمرها و نجمها و هلالها و هي شمسك للي تضيى لك الكون الهي يسعدكم,خير برك غال الكل الكل قمر جمها هلال شمس للي ضيى كون اله سعد,positive,1,standard,0
من ترك شي لله عاضه الله بخير,من ترك شي لله عاضه الله بخير,شي لله عاض الل خير,positive,1,standard,0
سبحان الله وبحمده سبحان الله العظيم رددها قبل قيامك وآنت في رحمة ومغفرة من بداية يومك سعادة تملآ بها قلبك وجدران غرفتك وآنت من ستحصد عملك رسالتي اليوم لمن يذنب آيا كان نوعه آلا ترى آن من عظمته سترك ورحمته بإحياءك من جديد فلتتب وتستغفره,سبحان الله وبحمده سبحان الله العظيم رددها قبل قيامك وآنت في رحمة ومغفرة من بداية يومك سعادة تملآ بها قلبك وجدران غرفتك وآنت من ستحصد عملك رسالتي اليوم لمن يذنب آيا كان نوعه آلا ترى آن من عظمته سترك ورحمته بإحياءك من جديد فلتتب وتستغفره,الل بحمد الل عظيم ردد قيام آنت رحم مغفر داي ومك عاد ملآ قلب جدران غرفت آنت تحصد عمل رسالت يوم لمن ذنب آيا وعه آلا ترى آن عظمت ترك رحمت إحياء جديد لتتب تستغفر,positive,1,standard,0
يا ربي ياربي يلاقيني ببنت الآصل واللي مكتبها لي يا ربي وشكون هادي اللي فبالك بغيتي تفرحيني بيها,يا ربي ياربي يلاقيني ببنت الآصل واللي مكتبها لي يا ربي وشكون هادي اللي فبالك بغيتي تفرحيني بيها,ربي ارب لاقين بنت آصل الل مكتب ربي شكون هاد الل بال غيت فرحين يها,positive,1,dialectal,1
 صافي الزبدة البلدية احسن ما كاين,صافي الزبدة البلدية احسن ما كاين,صاف زبد بلدي احسن,positive,1,dialectal,1
تويت ديالك درت بيه سكرين بكتر ما عجبني,تويت ديالك درت بيه سكرين بكتر ما عجبني,ويت درت بيه كرين كتر عجبن,positive,1,dialectal,1
اضم صوتي الى صوتك ,اضم صوتي الى صوتك,اضم صوت الى صوت,positive,1,standard,0
مساء الورد اعتذر ما انتبهت اني مارديت عليك ,مساء الورد اعتذر ما انتبهت اني مارديت عليك,ورد اعتذر انتبهت اني مارديت,positive,1,dialectal,1
يا لذة الليل الطويل ,يا لذة الليل الطويل,لذة ليل طويل,positive,1,standard,0
نهاركم مبروك واش غدا العيد الحباب ابن جرير,نهاركم مبروك واش غدا العيد الحباب ابن جرير,هار مبرو عيد حباب ابن جرير,positive,1,dialectal,1
جمعة مباركة إن شاء الله ابن جرير,جمعة مباركة إن شاء الله ابن جرير,مبارك شاء الل ابن جرير,positive,1,standard,0
بارك الله و فيك اخي و لكم كامل احتراماتي,بارك الله و فيك اخي و لكم كامل احتراماتي,ارك الل فيك اخي كامل احترامات,positive,1,standard,0
عندي ميول لامريكا اللاتينية دبا نشجعهم واحد بواحد هادوك رعاة البقر القتالية و الكورة ديالهم بوحدها,عندي ميول لامريكا اللاتينية دبا نشجعهم واحد بواحد هادوك رعاة البقر القتالية و الكورة ديالهم بوحدها,ميول امريكا لاتيني دبا شجع واحد هادو رعا بقر قتالي كور ديال وحد,positive,1,dialectal,1
 نعم نعم عزيزتي,نعم نعم عزيزتي,عزيزت,positive,1,standard,0
ياالله يسر أمري سهل طريقي أسعد قلبي أرح بالي وحقق حلمي إنك على كل شيء قدير,ياالله يسر أمري سهل طريقي أسعد قلبي أرح بالي وحقق حلمي إنك على كل شيء قدير,االل يسر أمر سهل طريق أسعد قلب أرح الي حقق حلم إنك شيء قدير,positive,1,standard,0
اللهم اجعلنا من عتقائك من النار امييين,اللهم اجعلنا من عتقائك من النار امييين,لهم اجعل عتقائ نار امي,positive,1,standard,0
لأن الكثير يحتاجون هذه المبادرة الخيرة اتمنى من الله يوفقكم اكثر و اكثر في فعل الخير ويجعله في ميزان حسناتكم كل التحية والاحترام,لأن الكثير يحتاجون هذه المبادرة الخيرة اتمنى من الله يوفقكم اكثر و اكثر في فعل الخير ويجعله في ميزان حسناتكم كل التحية والاحترام,لأن كثير حتاج مبادر خير اتمنى الل وفق اكثر اكثر فعل خير يجعل ميزان حسنات تحي الاحترام,positive,1,standard,0
الله يجعلنا جميعا منهم,الله يجعلنا جميعا منهم,الل جعل جميعا منهم,positive,1,standard,0
اللهم فرحة لآ تنكسر,اللهم فرحة لآ تنكسر,لهم رحة لآ نكسر,positive,1,standard,0
بصحة فطوركم ,بصحة فطوركم,صحة طور,positive,1,dialectal,1
دمت طيبة و بارك الله لك في كل ما تتمنين,دمت طيبة و بارك الله لك في كل ما تتمنين,دمت طيب ارك الل تمن,positive,1,standard,0
اسعد الله مساءكم,اسعد الله مساءكم,اسعد الل مساء,positive,1,standard,0
